名字,简介,包名,ID,appid,下载地址,类型
斗破封天,自由战斗MMORPG仙侠手游,com.doupofengtian.huawei,ea45f32bd23747e69960f59cb2fe9c4b,C100907015,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/ea/ea45f32bd23747e69960f59cb2fe9c4b/com.doupofengtian.huawei.2005281049.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=158&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
阴阳双剑,2019国风玄幻仙侠新标杆,com.yxkj.yysj.huawei,419d2c61747e49138bf4de95847c3786,C100238773,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/41/419d2c61747e49138bf4de95847c3786/com.yxkj.yysj.huawei.2003311537.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=159&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
萌将春秋OL,元宝不用充，打怪就有送,com.ty.mjcqol.huawei,3dc02560a6f042fc9d360f9783f93cd3,C101894435,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/3d/3dc02560a6f042fc9d360f9783f93cd3/com.ty.mjcqol.huawei.2003301925.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=160&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
大话诛仙,梦幻轮回合制挂机仙侠大圣单机西游版,com.hhhygame.dhzx,d94cf92c168944d391d7a6a3070250cb,C101808245,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/d9/d94cf92c168944d391d7a6a3070250cb/com.hhhygame.dhzx.2003171354.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=161&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
仙魔神迹,年度手游巨作，精美3D玄幻修仙画面，唯美玄幻修仙手游.奇幻仙侠角色扮演动作手游.,com.xw.xmsj.huawei,f84cd51443b946eead3212516bbead15,C102195101,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/f8/f84cd51443b946eead3212516bbead15/com.xw.xmsj.huawei.2005151146.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=162&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
仙之痕,臻美仙侠，不负青春,com.snailgames.xzh.huawei,37123b2b6f20440a9db1b6f723571695,C100670033,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/37/37123b2b6f20440a9db1b6f723571695/com.snailgames.xzh.huawei.1910251228.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=163&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
九州天空城,九州首款3DMMO变身手游,com.yhkd.jztkc.huawei,9094654f51ed471f8af084412c85748b,C10810977,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/90/9094654f51ed471f8af084412c85748b/com.yhkd.jztkc.huawei.1904161544.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=164&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
小倩来了,刀剑探幽陵，阴阳镇魂魄,com.pl.xqll.huawei,f251f1183d0443d5a2f17ea07a89b4b3,C100882527,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/f2/f251f1183d0443d5a2f17ea07a89b4b3/com.pl.xqll.huawei.1908231027.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=165&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
诛剑奇侠传,3D唯美仙侠题材MMO手游,com.clmobi.zjqxz.huawei,8bb61bfcd3be405c98b69846b1741f4f,C101363979,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/8b/8bb61bfcd3be405c98b69846b1741f4f/com.clmobi.zjqxz.huawei.1911211144.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=166&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
上古诸神H5,玄幻修仙，红颜同游快意江湖,com.h5game.xyhy.sgzz.huawei,60be61884c2e43c4bba26cc9a0d64943,C100258749,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/60/60be61884c2e43c4bba26cc9a0d64943/com.h5game.xyhy.sgzz.huawei.1804241814.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=167&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
思仙,等级无上限，永不卡级的全新回合制,com.sixian2.huawei,80973399079a4624a9cdc71943965bde,C100646335,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/80/80973399079a4624a9cdc71943965bde/com.sixian2.huawei.1906141722.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=168&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,回合制
心剑奇缘,傲视全服称霸天下勇夺极品装备,com.xinjianqiyuan.huawei,9ad73c6b006c4882bb690037f8aeab56,C100826049,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/9a/9ad73c6b006c4882bb690037f8aeab56/com.xinjianqiyuan.huawei.1907101159.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=169&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
聊斋OL,全新Q版仙侠奇幻修仙手游,com.xlzz.liaoz.huawei,05b38742bffc4c2791d30b7d3a65e8da,C102177653,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/05/05b38742bffc4c2791d30b7d3a65e8da/com.xlzz.liaoz.huawei.2005281424.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=170&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
神都降魔,新仙侠，新回合，还你不一样的仙侠梦,com.lumo.sdxm.huawei,086bc7ead1254516830f8d4bd53f7114,C100716097,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/08/086bc7ead1254516830f8d4bd53f7114/com.lumo.sdxm.huawei.1906241721.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=171&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
阴阳界,全新玄幻仙侠修真3DMMO手游,com.jmsht.yyj.huawei,3082800ff8c843b68595e776b04b82c2,C100980789,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/30/3082800ff8c843b68595e776b04b82c2/com.jmsht.yyj.huawei.1911212236.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=172&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
天下江湖,自创武功开宗立派，血战江湖成为一代宗师。,com.bei.txjh.huawei,e379a5a8ad2b45c388ff74baff01a9f4,C100939907,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/e3/e379a5a8ad2b45c388ff74baff01a9f4/com.bei.txjh.huawei.1908141350.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=173&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
蜀剑苍穹,国风仙侠巨作，踏上逍遥之旅,com.lumo.sjcq.huawei,fdb7fd2b9f2f49f9a97137ff7ad7b151,C101508031,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/fd/fdb7fd2b9f2f49f9a97137ff7ad7b151/com.lumo.sjcq.huawei.2003160956.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=174&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
热血之怒,经典仙侠挂机网游，免费手游！,com.yg.rxzn.huawei,c645f1d2aae749be8ef0cac1f3ef4092,C100411403,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/c6/c645f1d2aae749be8ef0cac1f3ef4092/com.yg.rxzn.huawei.1905141050.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=175&extendStr=serviceType%3A20%3Bs%3A1593496697282%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=40e7dc5cb524441cab3e8525848997b3&maple=0&distOpEntity=HWSW,仙侠
萌英雄,为爱成魔为你执念,com.huatian.myx.huawei,9e86ac5eca754c249de095114e9fa4c0,C100634835,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/9e/9e86ac5eca754c249de095114e9fa4c0/com.huatian.myx.huawei.1903120954.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=176&extendStr=serviceType%3A20%3Bs%3A1593496701566%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ea1e6e64367b4fcfb4a433486fd5765d&maple=0&distOpEntity=HWSW,仙侠
追梦之旅,《追梦之旅》 一款3D仙侠的Q版卡牌手游,com.yz.zmzl.huawei,6c9bc9f174e446a2b3e8722471c11e04,C101109019,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/6c/6c9bc9f174e446a2b3e8722471c11e04/com.yz.zmzl.huawei.1909171036.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=177&extendStr=serviceType%3A20%3Bs%3A1593496701566%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ea1e6e64367b4fcfb4a433486fd5765d&maple=0&distOpEntity=HWSW,仙侠
万古至尊：武帝降临,经典玄幻小说正版IP授权绝美仙侠情动手游,com.hlwy.wgzz.huawei,48581df3886b45e2975d53cd9ca9d3cd,C100378939,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/48/48581df3886b45e2975d53cd9ca9d3cd/com.hlwy.wgzz.huawei.1810221307.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=178&extendStr=serviceType%3A20%3Bs%3A1593496701566%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ea1e6e64367b4fcfb4a433486fd5765d&maple=0&distOpEntity=HWSW,仙侠
萌仙记,讲述了一系列上古时代人、神、兽之间爱恨情仇,com.jtxy.td.huawei,f8fc1b653cd143faa6b85015d804fe58,C100191063,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/f8/f8fc1b653cd143faa6b85015d804fe58/com.jtxy.td.huawei.1801201527.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=179&extendStr=serviceType%3A20%3Bs%3A1593496701566%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ea1e6e64367b4fcfb4a433486fd5765d&maple=0&distOpEntity=HWSW,仙侠
浩天奇缘Ⅱ,一处凡尘仙迹，半卷仙侠奇谭。,com.dkm.jyhjl.huawei,c193552a86a145ed94798f4749c10c2f,C100809841,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/c1/c193552a86a145ed94798f4749c10c2f/com.dkm.jyhjl.huawei.1910301441.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=180&extendStr=serviceType%3A20%3Bs%3A1593496701566%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ea1e6e64367b4fcfb4a433486fd5765d&maple=0&distOpEntity=HWSW,仙侠
奇炫兰陵王,赤澜城热血竞技，让你成为登顶王座之人。,com.bei.qxllw.huawei,1cef9f2abf144ee189e935522424d8e7,C100685261,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/1c/1cef9f2abf144ee189e935522424d8e7/com.bei.qxllw.huawei.1904241403.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=181&extendStr=serviceType%3A20%3Bs%3A1593496701566%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ea1e6e64367b4fcfb4a433486fd5765d&maple=0&distOpEntity=HWSW,仙侠
战士大作战,3D仙侠ARPG游戏，唯美世界，真无双战斗！,com.yzx.slds2.HUAWEI,f1802293f5c14a9d8ffa6555e961b87a,C100353987,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/f1/f1802293f5c14a9d8ffa6555e961b87a/com.yzx.slds2.HUAWEI.1812241552.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=182&extendStr=serviceType%3A20%3Bs%3A1593496701566%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ea1e6e64367b4fcfb4a433486fd5765d&maple=0&distOpEntity=HWSW,仙侠
天神传,经典176再续兄弟情,com.huatian.tsz.huawei,a566e362f6254de5aa725f7bc0c1271b,C100808087,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/a5/a566e362f6254de5aa725f7bc0c1271b/com.huatian.tsz.huawei.1906181809.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=183&extendStr=serviceType%3A20%3Bs%3A1593496701566%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ea1e6e64367b4fcfb4a433486fd5765d&maple=0&distOpEntity=HWSW,仙侠
大话许仙,东方神话题材3D MMO手游,com.dhxx.huawei,0350e272c18e4b22b77e81cd5ec5835b,C100536817,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/03/0350e272c18e4b22b77e81cd5ec5835b/com.dhxx.huawei.1901241308.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=184&extendStr=serviceType%3A20%3Bs%3A1593496701566%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ea1e6e64367b4fcfb4a433486fd5765d&maple=0&distOpEntity=HWSW,仙侠
决战仙魔,《决战仙魔》一款即时的仙侠手游,com.jzxm.zl.huawei,602eaa0c21b141e79357bdd52d76c465,C101419393,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/60/602eaa0c21b141e79357bdd52d76c465/com.jzxm.zl.huawei.1912041210.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=185&extendStr=serviceType%3A20%3Bs%3A1593496701566%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ea1e6e64367b4fcfb4a433486fd5765d&maple=0&distOpEntity=HWSW,仙侠
剑御九天,携手宠物仙侣一起争霸诸天。,com.yixiu.xianxiaquick.huawei,d106801d0898452d8fb2a81640c6ee58,C100955703,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/d1/d106801d0898452d8fb2a81640c6ee58/com.yixiu.xianxiaquick.huawei.2001141221.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=186&extendStr=serviceType%3A20%3Bs%3A1593496701566%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ea1e6e64367b4fcfb4a433486fd5765d&maple=0&distOpEntity=HWSW,仙侠
大话蜀山,激萌蜀山，不一样的仙侠情缘,com.lk.dhss.huawei,09b9863109cb4a39a678a41b8cbce98b,C10545883,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/09/09b9863109cb4a39a678a41b8cbce98b/com.lk.dhss.huawei.1704171019.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=187&extendStr=serviceType%3A20%3Bs%3A1593496701566%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ea1e6e64367b4fcfb4a433486fd5765d&maple=0&distOpEntity=HWSW,回合制
决胜苍穹,一款大型3D仙侠类手游,com.jscq.zl.huawei,71ff7515447f4be7880fe712a6494299,C102263541,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/71/71ff7515447f4be7880fe712a6494299/com.jscq.zl.huawei.2005271115.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=188&extendStr=serviceType%3A20%3Bs%3A1593496701566%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ea1e6e64367b4fcfb4a433486fd5765d&maple=0&distOpEntity=HWSW,仙侠
炼妖记,兄弟归来热血再燃,com.cxhd.dhdl.com.huawei,061a5305b95745b8bc30f45cbaeb6955,C100366599,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/06/061a5305b95745b8bc30f45cbaeb6955/com.cxhd.dhdl.com.huawei.1808061817.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=189&extendStr=serviceType%3A20%3Bs%3A1593496701566%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ea1e6e64367b4fcfb4a433486fd5765d&maple=0&distOpEntity=HWSW,仙侠
天域战记,天域之战，热血邀约,com.tianyuzhanji.huawei,f32142d4fd2b4709a1c36ced443def8d,C101037521,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/f3/f32142d4fd2b4709a1c36ced443def8d/com.tianyuzhanji.huawei.2003241021.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=190&extendStr=serviceType%3A20%3Bs%3A1593496701566%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ea1e6e64367b4fcfb4a433486fd5765d&maple=0&distOpEntity=HWSW,仙侠
斗破风云,纯正仙侠，携手修仙,com.dpfy.huawei,f6e4c37be6c34899bd4f54e7ab1e1b93,C100415055,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/f6/f6e4c37be6c34899bd4f54e7ab1e1b93/com.dpfy.huawei.1812242313.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=191&extendStr=serviceType%3A20%3Bs%3A1593496701566%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=ea1e6e64367b4fcfb4a433486fd5765d&maple=0&distOpEntity=HWSW,仙侠
